link,box_office,budget,in_english,runtime,critics_score,is_genre_action,is_genre_adventure,is_genre_animation,is_genre_biography,is_genre_comedy,is_genre_crime,is_genre_documentary,is_genre_drama,is_genre_family,is_genre_fantasy,is_genre_film-noir,is_genre_game-show,is_genre_history,is_genre_horror,is_genre_music,is_genre_musical,is_genre_mystery,is_genre_news,is_genre_reality-tv,is_genre_romance,is_genre_sci-fi,is_genre_sport,is_genre_talk-show,is_genre_thriller,is_genre_war,is_genre_western
/title/tt5690810/,"$229,123","$12,000,000",1,114 min,60,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
/title/tt3715122/,"$1,010,766","EUR3,200,850",0,100 min,58,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt6083388/,"$9,559,524","$25,000,000",0,128 min,54,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt2436682/,"$20,672","$10,000,000",1,110 min,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
/title/tt3640682/,"$63,373","$495,000",1,85 min,59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt3277624/,"$63,014","$1,000,000",1,97 min,58,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
/title/tt4158624/,"$531,046","$5,000,000",1,92 min,47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt3672840/,"$121,558,738","$65,000,000",1,127 min,41,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt6643972/,"$345,900","$10,000,000",1,96 min,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
/title/tt5540992/,"$182,415","$18,000,000",1,90 min,47,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
/title/tt5687334/,"$1,329,016","EUR11,110,000",1,107 min,55,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
/title/tt4003440/,"$5,577,045","EUR8,700,000",1,152 min,42,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt2534634/,"$1,289,014","EUR1,605,000",0,99 min,60,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
/title/tt3110770/,"$113,169","$1,500,000",1,98 min,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt4298958/,"$4,728,350","JPY234,000,000",0,113 min,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt6466464/,"$115,084,576","$73,000,000",1,114 min,51,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt2909116/,"$125,799,039","$38,000,000",0,121 min,58,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt4687848/,"$102,205,175","$50,000,000",1,124 min,47,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
/title/tt4486986/,"$678,150","$30,000,000",1,109 min,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
/title/tt5247704/,"$11,625,884","EUR7,870,000",1,113 min,58,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt4217392/,"$254,212,245","$65,000,000",1,107 min,50,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
/title/tt5226984/,"$1,792,414","EUR5,000,000",1,117 min,56,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt1318517/,"$2,301,430","EUR17,000,000",1,132 min,58,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt5091612/,"$10,898,998","$21,400,000",0,110 min,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt3576728/,"$3,087,832","$30,000,000",1,105 min,52,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt3707106/,"$3,334,927","$10,000,000",1,122 min,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
/title/tt1658801/,"$1,474,471","$7,000,000",1,103 min,50,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
/title/tt1135989/,"$724,885","$4,000,000",0,95 min,55,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
/title/tt3859304/,"$615,816","$3,500,000",1,100 min,44,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
/title/tt3704050/,"$4,235,959","CAD13,000,000",1,94 min,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
/title/tt4602066/,"$953,953","$14,000,000",1,98 min,49,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
/title/tt5273624/,"$246,620,398","$63,300,000",0,109 min,59,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt1724970/,"$992,181","$14,000,000",1,106 min,46,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
/title/tt3714720/,"$1,138,609","$3,800,000",1,88 min,53,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
/title/tt4939066/,"$2,749,918","$12,620,000",1,111 min,50,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
/title/tt3864024/,"$1,406,538","$2,480,421",1,102 min,42,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
/title/tt1014763/,"$12,951,093","$50,000,000",1,137 min,41,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
/title/tt4276752/,"$259,368,448","$37,000,000",1,127 min,48,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
/title/tt2674454/,"$6,724,365","$6,400,000",1,105 min,44,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
/title/tt1974419/,"$3,377,430","$7,000,000",1,117 min,51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
/title/tt7374952/,"$1,404,646","$8,000,000",1,142 min,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt5825380/,"$15,889,124","$25,000,000",1,101 min,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt4538916/,"$15,845,593","GBP5,400,000",1,111 min,53,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
/title/tt4975920/,"$1,567,501","$8,000,000",1,100 min,51,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
/title/tt2140037/,"$3,067,531","$25,000,000",1,98 min,49,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
/title/tt1401621/,"$4,550","$1,693,000",1,95 min,47,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt1490785/,"$1,767,963","$13,000,000",1,123 min,47,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
/title/tt1967614/,"$1,659,002","$15,000,000",1,120 min,40,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt2513074/,"$30,930,984","$40,000,000",1,113 min,53,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
/title/tt3147312/,"$3,004,168","$3,000,000",1,88 min,51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
/title/tt3569230/,"$42,972,994","$30,000,000",1,132 min,55,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
/title/tt6205872/,"$2,584,988","$7,000,000",1,108 min,56,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
/title/tt1172049/,"$4,366,460","$10,000,000",1,101 min,49,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt2910904/,"$23,762,417","AUD17,000,000",1,119 min,47,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt3614530/,"$2,333,684","$5,000,000",1,118 min,42,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
/title/tt7605074/,"$699,760,773","$48,000,000",1,125 min,57,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
/title/tt4778988/,"$2,510,151","$26,000,000",1,98 min,54,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt2888046/,"$156,919,433","$36,000,000",1,105 min,57,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt7131870/,"$870,325,439","$30,100,000",1,123 min,44,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
/title/tt5314190/,"$4,932,694","$25,000,000",1,84 min,58,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
/title/tt6511932/,"$4,552,695","$5,000,000",1,95 min,55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt6512428/,"$3,589,633","$2,700,000",1,119 min,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt3787590/,"$11,122,090","$2,000,000",1,96 min,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
/title/tt1412528/,"$5,042,014","$5,000,000",1,87 min,40,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
/title/tt1974420/,"$3,885,342","$25,000,000",1,127 min,60,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
/title/tt0787524/,"$12,252,684","$10,000,000",1,108 min,56,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt4520364/,"$8,809,407","$8,000,000",1,92 min,48,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
/title/tt3715320/,"$27,391,084","$11,000,000",1,95 min,53,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt2980210/,"$9,169,507","$30,000,000",1,98 min,58,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
/title/tt3361792/,"$7,776,413","$20,000,000",1,112 min,48,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
/title/tt6803212/,"$5,288,011","$5,000,000",1,103 min,49,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
/title/tt1781827/,"$4,978,353","$20,000,000",1,111 min,54,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
/title/tt6423362/,"$6,650,029","$9,000,000",1,100 min,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
/title/tt1772288/,"$10,835,752","$10,000,000",1,106 min,58,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
/title/tt4429194/,"$13,203,541","$5,000,000",1,92 min,48,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
/title/tt0491175/,"$12,751,667","$25,000,000",1,105 min,42,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
/title/tt5968394/,"$8,765,016","$25,000,000",1,109 min,54,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
/title/tt7026672/,"$10,421,847","$4,900,000",1,97 min,52,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
/title/tt1366338/,"$6,312,033","$5,000,000",1,98 min,57,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt1230168/,"$6,423,605","$15,000,000",1,119 min,47,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt5834262/,"$13,313,581","$15,000,000",1,94 min,58,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
/title/tt7365604/,"$6,819,044","$10,000,000",1,113 min,47,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
/title/tt3381008/,"$25,182,929","$35,000,000",1,83 min,44,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
/title/tt1018765/,"$8,527,658","$28,000,000",1,107 min,53,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt2717822/,"$19,652,057","$70,000,000",1,133 min,51,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
/title/tt1800302/,"$14,880,939","$20,000,000",1,120 min,49,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt7456310/,"$30,918,726","EUR30,690,000",1,119 min,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
/title/tt3203606/,"$8,235,661","$15,000,000",1,124 min,60,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt4731136/,"$26,620,002","$40,000,000",1,146 min,47,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/title/tt4761916/,"$16,024,987","$1,000,000",1,92 min,53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
/title/tt4660172/,"$16,544","$5,000,000",1,86 min,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt2365580/,"$10,072,882","$20,000,000",1,109 min,51,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
/title/tt3072482/,"$16,810,562","$2,000,000",1,96 min,51,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
/title/tt2822672/,"$23,157,646","$60,000,000",1,90 min,48,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
/title/tt4871980/,"$10,414,738","$5,000,000",1,96 min,41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
/title/tt1082807/,"$11,084,630","$5,000,000",1,89 min,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
/title/tt4807408/,"$10,209,813","$10,000,000",1,133 min,49,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt2361317/,"$22,678,555","$108,000,000",1,129 min,49,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
/title/tt3289724/,"$13,061,491","$39,000,000",1,116 min,40,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
/title/tt1374989/,"$16,405,171","$28,000,000",1,108 min,45,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
/title/tt3462710/,"$17,768,012","$12,000,000",1,100 min,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
/title/tt6000478/,"$13,025,860","$22,000,000",1,122 min,58,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
/title/tt2006295/,"$24,902,723","$26,000,000",1,127 min,55,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt1691916/,"$16,373,843","$5,000,000",1,98 min,58,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
/title/tt2547584/,"$25,975,621","$20,000,000",1,133 min,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
/title/tt1712261/,"$23,119,442","$20,000,000",1,115 min,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
/title/tt2503944/,"$36,606,743","$20,000,000",1,101 min,42,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt4183692/,"$14,401,617","$12,000,000",1,123 min,57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
/title/tt6113488/,"$17,644,496","$5,000,000",1,112 min,50,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt5177088/,"$35,164,920","$43,000,000",1,115 min,43,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
/title/tt4504044/,"$21,150,265","$6,000,000",1,92 min,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
/title/tt5941692/,"$15,383,580","$15,000,000",1,104 min,41,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
/title/tt1846589/,"$31,672,678","$40,000,000",1,122 min,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
/title/tt1083452/,"$46,152,800","$23,000,000",1,106 min,54,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
/title/tt1571234/,"$83,672,673","$100,000,000",1,128 min,44,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
/title/tt2328900/,"$46,672,564","$25,000,000",1,124 min,60,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt2378507/,"$22,088,533","$9,000,000",1,127 min,56,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt7752126/,"$32,893,421","$6,000,000",1,90 min,44,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
/title/tt2461150/,"$29,674,699","$25,000,000",1,95 min,47,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt1730768/,"$26,127,965","$20,000,000",1,127 min,57,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
/title/tt7388562/,"$23,039,243","$5,000,000",1,108 min,52,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt6628394/,"$31,882,724","$32,000,000",1,141 min,60,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
/title/tt3499096/,"$25,070,261","$30,000,000",1,134 min,56,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
/title/tt4981636/,"$23,316,139","$8,500,000",1,92 min,51,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt1741273/,"$34,854,990","$19,500,000",1,111 min,45,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
/title/tt4287320/,"$40,656,399","$18,000,000",1,110 min,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
/title/tt7690670/,"$20,780,685","$16,000,000",1,116 min,52,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
/title/tt1124037/,"$25,035,950","$50,000,000",1,139 min,53,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
/title/tt1540011/,"$45,173,154","$5,000,000",1,89 min,47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
/title/tt1243974/,"$26,250,020","$37,000,000",1,105 min,40,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
/title/tt7329656/,"$38,912,179","$12,000,000",1,90 min,43,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
/title/tt4463894/,"$21,360,215","$30,000,000",1,111 min,40,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt3774114/,"$37,279,439","$40,000,000",1,134 min,58,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
/title/tt4530422/,"$41,657,844","$38,000,000",1,110 min,60,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
/title/tt4799050/,"$47,347,283","$20,000,000",1,101 min,51,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
/title/tt5816682/,"$65,421,267","$21,000,000",1,111 min,58,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt2436386/,"$33,213,241","$12,000,000",1,106 min,47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
/title/tt7734218/,"$32,390,945","$16,000,000",1,93 min,42,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
/title/tt8385474/,"$71,746,590","$16,000,000",1,109 min,43,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/title/tt3553442/,"$24,972,139","$35,000,000",1,112 min,57,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
/title/tt4537896/,"$25,957,482","$29,000,000",1,111 min,59,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
